Job_Roles,text,avg_exp,salary,locations,skills
Analyst,analyst sicuremi healthcare technologies delhi business administration economics data model analytical data analyst mathematics management information technology,5.5,Not disclosed,Delhi,"Business administration
Economics
Data modeling
Analytical
Data Analyst
Mathematics
Management
Information technology"
Analyst,analyst efftronics systems pvt ltd vijayawada bsc mail technical database data analyst application software serviceputer simulation,7.5,Not disclosed,Vijayawada,"Bsc
Mail
Technical
Database
Data Analyst
Application software
Serviceputer Simulation"
Analyst,analyst larsen toubro infotech limit india loan journal entries business analyst business data analyst analytical consult data map stakeholder management,6.5,Not disclosed,India,"Loans
Journal entries
Business Analyst
Business Data Analyst
Analytical
Consulting
data mapping
Stakeholder management"
Analyst,analyst elite consultants ahmedabad rca data analysis excel xml data analyst edi operations sterling commerce,4.5,Not disclosed,Ahmedabad,"RCA
Data analysis
Excel
XML
Data Analyst
EDI
Operations
Sterling commerce"
Analyst,analyst navedas technology solutions private limit india client development industry research consult management recruitment,3.5,Not disclosed,India,"Client development
Industry research
Consulting
Management
Recruitment"
Analyst,analyst makro india data validation data management database design pharma medical cod reconciliation database clinical research,5.0,Not disclosed,India,"Data validation
Data management
Database design
Pharma
Medical coding
Reconciliation
Database
Clinical research"
Analyst,analyst ego floor pvt ltd india industry research consult management,4.0,Not disclosed,India,"Industry research
Consulting
Management"
Analyst,analyst tentacle solutions kanpur performance tune css technical software html html json oop,10.5,Not disclosed,Kanpur,"Performance tuning
css
technical
software
html5
HTML
JSON
oop"
Analyst,analyst bonafide research vadodara spark sail brio digital market executive,1.0,Not disclosed,Vadodara,"spark
SAIL
Brio
Digital Marketing Executive"
Analyst,analyst mindworksglobal delhi css web technologies data science intern database html data analyst internship,0.5,Not disclosed,Delhi,"CSS
Web technologies
data science
Intern
Database
HTML
Data Analyst
Internship"
Analyst,analyst nielsen company vadodara statistical model sas time management market research actuarial data analytics management,3.5,Not disclosed,Vadodara,"Statistical modeling
SAS
Time management
Market research
M&A
Actuarial
Data analytics
Management"
Analyst,analyst smart cube india private limit india automation jquery analytical javascript qlikview data mine extjs client management,3.5,Not disclosed,India,"Automation
jQuery
Analytical
Javascript
QlikView
Data mining
ExtJS
Client management"
Analyst,analyst smart cube india private limit india automation jquery analytical javascript qlikview data mine extjs client management,3.5,Not disclosed,India,"Automation
jQuery
Analytical
Javascript
QlikView
Data mining
ExtJS
Client management"
Analyst,analyst ttec hyderabad data analysis cod consult business intelligence open source data mine information technology macros,2.0,Not disclosed,Hyderabad,"Data analysis
Coding
Consulting
Business intelligence
Open source
Data mining
Information technology
Macros"
Big Data Engineer,big data engineer micron technology operations india llp hyderabad java hive software engineer data structure hadoop javascript program,2.5,Not disclosed,Hyderabad,"C#
Java
Hive
Software Engineering
Data Structures
Hadoop
Javascript
Programming"
Analyst,analyst dst systems inc hyderabad business improvement social media service excellence manager technology infrastructure big data analyst outsource big data,12.0,Not disclosed,Hyderabad,"Business improvement
Social media
Service excellence
Manager Technology
Infrastructure
big data analyst
Outsourcing
big data"
Researcher,researcher gaba consultancy service delhi ncr noida gurgaon fresher data analyst power process analysis operation manager bank tableau market analytics graduate fresher,2.5,225000 - 475000 ,"Delhi NCR, Noida, Gurgaon","fresher data analyst
Power Bi
Process Analysis
Operation manager
Banking
Tableau
Marketing Analytics
graduate fresher"
Researcher,researcher gaba consultancy service delhi ncr greater noida gurgaon fresher data analyst power process analysis operation manager bank tableau market analytics graduate fresher,2.5,225000 - 475000 ,"Delhi NCR, Greater Noida, Gurgaon","fresher data analyst
Power Bi
Process Analysis
Operation manager
Banking
Tableau
Marketing Analytics
graduate fresher"
Researcher,researcher gaba consultancy service delhi ncr noida gurgaon fresher data analyst power process analysis operation manager bank tableau market analytics graduate fresher,2.5,225000 - 475000 ,"Delhi NCR, Noida, Gurgaon","fresher data analyst
Power Bi
Process Analysis
Operation manager
Banking
Tableau
Marketing Analytics
graduate fresher"
Analyst,analyst gurgaon supply chain san erp process improvement analytical healthcare data analyst business intelligence,3.0,Not disclosed,Gurgaon,"Supply chain
SAN
ERP
Process improvement
Analytical
Healthcare
Data Analyst
Business intelligence"
Analyst,analyst rksv mumbai computer science data analyst mongodb business intelligence information technology operations sql python,4.0,Not disclosed,Mumbai,"Computer science
Data Analyst
MongoDB
Business intelligence
Information technology
Operations
SQL
Python"
Analyst,analyst simplify mumbai computer science data analyst mongodb business intelligence information technology operations sql python,4.5,Not disclosed,Mumbai,"Computer science
Data Analyst
MongoDB
Business intelligence
Information technology
Operations
SQL
Python"
Analyst,analyst utkarsh micro finance pvt ltd mumbai computer science data analyst mongodb business intelligence information technology operations sql python,6.5,Not disclosed,Mumbai,"Computer science
Data Analyst
MongoDB
Business intelligence
Information technology
Operations
SQL
Python"
Analyst,analyst cello world mumbai power data analysis data analyst,4.5,100000 - 300000 ,Mumbai,"Power Bi
Data Analysis
Data Analyst"
Analyst,analyst havas mumbai data analysis quantitative research analytical research investigation strategic plan healthcare wellness data analyst,3.0,Not disclosed,Mumbai,"Data analysis
Quantitative research
Analytical research
Investigation
Strategic planning
Healthcare
Wellness
Data Analyst"
Analyst,analyst accenture solutions pvt ltd mumbai analyst visual basic publish architecture vba consult windows data visualization,4.0,Not disclosed,Mumbai,"Analyst
Visual Basic
Publishing
Architecture
VBA
Consulting
Windows
data visualization"
Analyst,analyst havas media india pvt ltd mumbai data analysis quantitative research analytical research investigation strategic plan healthcare wellness data analyst,8.5,Not disclosed,Mumbai,"Data analysis
Quantitative research
Analytical research
Investigation
Strategic planning
Healthcare
Wellness
Data Analyst"
Data Engineer,data engineer fractal analytics pvt ltd delhi ncr mumbai bengaluru azure data engineer software engineer,4.5,Not disclosed,"Delhi NCR, Mumbai, Bengaluru","Azure
Data Engineering
Software Engineering"
Data Engineer,data engineer fractal analytics pvt ltd delhi ncr mumbai bengaluru creative solutions data engineer software engineer business development,5.5,Not disclosed,"Delhi NCR, Mumbai, Bengaluru","Creative Solutions
Data Engineering
Software Engineering
Business Development"
Analyst,analyst merkle inc pune data validation advertise agency sas emea troubleshoot adobe digital market comparative analysis,4.5,Not disclosed,Pune,"Data validation
advertising agency
SAS
EMEA
Troubleshooting
Adobe
Digital marketing
Comparative analysis"
Analyst,analyst nuware systems pvt ltd bengaluru data analysis rdbms bfsi application program machine learn investment bank data mine macros,4.5,Not disclosed,Bengaluru,"Data analysis
RDBMS
Bfsi
Application programming
Machine learning
Investment banking
Data mining
Macros"
Analyst,analyst ishmeet consultant bengaluru sas machine learn sql python,5.5,300000 - 800000 ,Bengaluru,"SAS
Machine Learning
SQL
Python"
Data Engineer,data engineer proarch solutions private limit pune bengaluru hyderabad sas machine learn sql python,9.5,1500000 - 3000000 ,"Pune, Bengaluru, Hyderabad","SAS
Machine Learning
SQL
Python"
Analyst,analyst bloom consult service bengaluru web analytics data model data analyst data visualization troubleshoot data mine digital market matlab,3.0,Not disclosed,Bengaluru,"Web analytics
Data modeling
Data Analyst
data visualization
Troubleshooting
Data mining
Digital marketing
MATLAB"
Analyst,analyst byjus learn app bengaluru bhavani nagar business intelligence data analysis tableau sql market,4.5,Not disclosed,Bengaluru(Bhavani Nagar),"Business Intelligence
Data Analysis
Tableau
SQL
Marketing"
Data Engineer,data engineer nunam bengaluru front end prototype database design postgresql machine learn http microsoft open source,0.0,Not disclosed,Bengaluru,"Front end
Prototype
Database design
Postgresql
Machine learning
HTTP
microsoft
Open source"
Analyst,analyst analytics save work india pvt ltd bengaluru computer science cloud compute data analysis git linux project management machine learn analytics,2.0,Not disclosed,Bengaluru,"Computer science
Cloud computing
Data analysis
GIT
Linux
Project management
Machine learning
Analytics"
Analyst,analyst ring infosoft pvt ltd bengaluru rest python oracle tool visa data mine matlab sql,3.5,Not disclosed,Bengaluru,"rest
python
oracle
Tools
Visa
Data mining
MATLAB
sql"
Analyst,analyst resource torrent bengaluru tableau sql python team management problem solvin data interpretation problem solve tableau dashboard,5.0,1200000 - 1400000 ,Bengaluru,"Tableau
SQL
Python
Team Management
Problem Solvin
Data Interpretation
Problem Solving
tableau Dashboard"
Analyst,analyst near pte ltd bengaluru data analysis query optimization analytical data visualization big data analytics sql python,8.5,Not disclosed,Bengaluru,"Data analysis
query optimization
Analytical
data visualization
big data
Analytics
SQL
Python"
Analyst,analyst practo bengaluru business analyst deep learn data model decision tree data analyst analyst cluster regression,3.0,Not disclosed,Bengaluru,"Business Analyst
deep learning
Data Modeling
decision trees
Data Analyst
Analyst
Clustering
Regression"
Analyst,analyst tech analytic solutions bengaluru type speed advance excel data analyst,3.5,Not disclosed,Bengaluru,"Typing speed
Advanced Excel
Data Analyst"
Analyst,analyst myntra com bengaluru supply chain process orientation conceptualization market research data analyst data visualization stakeholder management monitor,2.0,Not disclosed,Bengaluru,"Supply chain
Process orientation
Conceptualization
Market research
Data Analyst
data visualization
Stakeholder management
Monitoring"
